ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4039378,Source1,2,2022-10-15 20:49:30,2022-10-15 22:47:30,37.79472,-122.38163,37.775569,-122.405824,1.87,Stationary traffic on San Francisco-Oakland Bay Brg W - James Lick Fwy S - I-80 W from Treasure Island Rd (I-80) to 7th St/Bryant St (I-80) due to accident.,I-80 W,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2022-10-15 20:53:00,63.0,63.0,75.0,29.92,10.0,WSW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4047010,Source1,2,2022-11-24 13:46:00,2022-11-24 15:09:35,37.789347,-122.387288,37.790338,-122.386241,0.089,Incident on I-80 EB near NEAR THE EMBARC Drive with caution.,I-80 E,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2022-11-24 13:53:00,63.0,63.0,41.0,30.17,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4047011,Source1,2,2022-11-07 00:43:00,2022-11-07 00:55:00,37.784151,-122.393721,37.790338,-122.386241,0.591,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from 4th St/5th St (I-80) to Treasure Island Rd (I-80) due to accident.,I-80 E,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-07 00:53:00,52.0,52.0,83.0,29.82,10.0,NW,16.0,0.03,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4049324,Source1,2,2022-11-10 17:30:00.000000000,2022-11-10 18:47:33.000000000,37.774505,-122.396169,37.77460900000001,-122.39603,0.01,Incident on I-280 NB near KING ST Drive with caution.,5th St,San Francisco,San Francisco,CA,94158-1517,US,US/Pacific,KOAK,2022-11-10 17:53:00,53.0,53.0,80.0,30.19,10.0,WNW,12.0,0.0,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Night,Night,Day,Day
A-4049407,Source1,2,2022-11-17 13:49:30.000000000,2022-11-17 19:40:30.000000000,37.730382,-122.403964,37.765236,-122.404898,2.409,Stationary traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from Bacon St (US-101) to I-80 (US-101) due to accident.,James Lick Fwy N,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2022-11-17 13:56:00,60.0,60.0,60.0,30.2,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4059380,Source1,2,2022-11-10 07:18:30,2022-11-10 11:13:00,37.730843,-122.436774,37.774505,-122.396169,3.745,Slow traffic on John F Foran Fwy N - John F Foran Fwy - I-280 N - Southern Embarcadero Fwy N from Ocean Ave (I-280) to 5th St (I-280) due to accident.,I-280 N,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-11-10 06:56:00,48.0,44.0,86.0,30.28,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4062103,Source1,2,2022-12-31 08:06:30.000000000,2022-12-31 08:19:30.000000000,37.782421,-122.39587,37.787388,-122.389345,0.495,Slow traffic on I-80 E - James Lick Fwy N from 4th St/5th St (I-80) to Treasure Island Rd (I-80) due to accident.,I-80 E,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-12-31 08:05:00,55.0,55.0,100.0,29.76,2.0,SW,5.0,0.06,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4064794,Source1,2,2022-12-25 11:27:00.000000000,2022-12-25 13:55:30.000000000,37.75233,-122.402836,37.763337,-122.405061,0.77,Slow traffic on James Lick Fwy N - US-101 N from I-280/Alemany Blvd (US-101) to Vermont St (US-101) due to accident.,James Lick Fwy N,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-12-25 11:53:00,55.0,55.0,74.0,30.31,9.0,WNW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4065522,Source1,2,2022-12-15 10:50:00.000000000,2022-12-15 20:55:00.000000000,37.770949,-122.405755,37.823732,-122.314293,6.183,Stationary traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from US-101 (I-80) to Bay Bridge Toll Plz (I-80) due to accident.,San Francisco-Oakland Bay Bridge,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-15 10:56:00,53.0,53.0,55.0,30.2,10.0,SE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4067155,Source1,2,2022-12-30 03:51:00.000000000,2022-12-30 06:21:30.000000000,37.810231,-122.364871,37.818824,-122.349734,1.017,Accident on San Francisco-Oakland Bay Brg E - I-80 E from Treasure Island Rd (I-80) to Bay Bridge Toll Plz (I-80).,Bay Brg,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-12-30 03:53:00,54.0,54.0,100.0,29.97,1.0,SSE,13.0,0.09,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4070280,Source1,2,2022-12-21 08:59:30,2022-12-21 19:25:30,37.805831,-122.369732,37.776576,-122.40428500000002,2.765,Slow traffic on San Francisco-Oakland Bay Brg W - James Lick Fwy S - I-80 W from Treasure Island Rd (I-80) to 7th St/Bryant St (I-80) due to accident.,Bay Brg,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-12-21 08:53:00,46.0,43.0,79.0,30.31,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4071279,Source1,2,2022-12-07 13:06:00,2022-12-07 20:22:30,37.734634,-122.406332,37.766494,-122.405081,2.202,Stationary traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from Bacon St (US-101) to I-80 (US-101) due to accident.,James Lick Fwy N,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2022-12-07 12:56:00,53.0,53.0,83.0,30.21,10.0,E,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4075212,Source1,2,2022-12-11 17:19:00,2022-12-11 18:42:36,37.733066,-122.451148,37.733037,-122.453455,0.126,Incident on MANGELS AVE near HOUSE 618 Drive with caution.,Mangels Ave,San Francisco,San Francisco,CA,94127-2342,US,US/Pacific,KSFO,2022-12-11 16:56:00,48.0,45.0,83.0,29.76,10.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4077955,Source1,2,2022-12-09 13:52:30.000000000,2022-12-09 19:55:00.000000000,37.792968,-122.383496,37.78039,-122.399022,1.214,Stationary traffic on San Francisco-Oakland Bay Brg W - James Lick Fwy S - I-80 W from Treasure Island Rd (I-80) to 4th St/5th St (I-80) due to accident.,I-80 W,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2022-12-09 13:53:00,53.0,53.0,61.0,30.13,10.0,S,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4081027,Source1,2,2022-11-06 19:07:00,2022-11-06 19:29:00,37.769632,-122.417741,37.769342,-122.411156,0.36,Slow traffic on Central Skwy S - US-101 S - Central Fwy from Van Ness Ave (San Francisco) (South) (US-101) to I-80/James Lick Fwy (Central Skwy/US-101) due to accident.,S Van Ness Ave,San Francisco,San Francisco,CA,94103-3713,US,US/Pacific,KSFO,2022-11-06 18:56:00,55.0,55.0,72.0,29.82,10.0,SSW,20.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4081028,Source1,2,2022-10-03 11:36:30,2022-10-03 13:33:00,37.769207,-122.418975,37.769391,-122.411492,0.409,Slow traffic on Central Skwy S - US-101 S - Central Fwy from Van Ness Ave (San Francisco) (South) (US-101) to I-80/James Lick Fwy (Central Skwy/US-101) due to accident.,US-101 S,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-10-03 11:56:00,69.0,69.0,58.0,30.05,10.0,NW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4082976,Source1,2,2022-12-27 02:21:00,2022-12-27 05:01:19,37.80830026,-122.3670423,37.78524026,-122.3922123,2.104,Accident on San Francisco-Oakland Bay Brg W - James Lick Fwy S - I-80 W from Treasure Island Rd (I-80) to Fremont St/Harrison St (I-80).,Bay Brg,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-12-27 02:28:00,54.0,54.0,93.0,29.87,2.0,SSE,22.0,0.2,Heavy Rain / Windy,False,False,False,False,True,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-4083695,Source1,2,2022-10-16 13:25:30,2022-10-16 13:45:30,37.809549,-122.477423,37.806988,-122.475524,0.205,Slow traffic on CA-1 S - US-101 S from Golden Gate Recreation Area (US-101) to Golden Gate Bridge/Toll Plaza (US-101) due to accident.,Golden Gate Brg S,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2022-10-16 12:56:00,66.0,66.0,63.0,30.05,10.0,W,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4083909,Source1,2,2022-11-18 07:23:00,2022-11-18 07:41:00,37.76176,-122.405892,37.769512,-122.407641,0.544,Slow traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from Army St/Potrero Ave (US-101) to I-80 (US-101) due to accident.,James Lick Fwy N,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-18 06:53:00,39.0,36.0,89.0,30.13,10.0,E,5.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4103167,Source1,2,2022-11-10 06:26:00,2022-11-10 06:36:00,37.759409,-122.406015,37.76613,-122.405027,0.468,Slow traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from Army St/Potrero Ave (US-101) to I-80 (US-101) due to accident.,James Lick Fwy N,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-10 06:53:00,45.0,42.0,82.0,30.29,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4103234,Source1,2,2022-12-17 12:09:00,2022-12-17 14:14:43,37.76523471,-122.40489364,37.76946471,-122.41117364,0.451,Accident on Central Skwy N - US-101 N - Central Fwy from Vermont St (US-101) to I-80 (US-101).,US-101,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-17 11:56:00,52.0,52.0,69.0,30.09,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4105179,Source1,2,2022-12-31 11:17:00,2022-12-31 19:34:30,37.782421,-122.39587,37.819584000000006,-122.344551,3.8,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from 4th St/5th St (I-80) to Bay Bridge Toll Plz (I-80) due to accident.,I-80 E,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-12-31 11:06:00,55.0,55.0,100.0,29.73,2.0,CALM,0.0,0.05,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4105912,Source1,2,2022-11-15 16:38:30,2022-11-15 17:22:30,37.76731,-122.396031,37.773044,-122.403233,0.558,Slow traffic on 7th St from 16th St to Brannan St due to accident.,I-280,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-15 16:53:00,59.0,59.0,58.0,30.24,10.0,NW,9.0,0.0,Fair,True,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-4111861,Source1,2,2022-11-01 12:25:30,2022-11-01 12:53:00,37.73718953,-122.40253329,37.75728953,-122.39222329,1.499,Slow traffic on John F Foran Fwy N - I-280 N - Southern Embarcadero Fwy N from US-101 (I-280) to 25th St (I-280) due to accident.,I-280,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2022-11-01 12:27:00,52.0,52.0,93.0,29.85,1.0,W,15.0,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4118722,Source1,2,2022-12-21 23:40:30.000000000,2022-12-21 23:54:00.000000000,37.710746,-122.456735,37.701462,-122.471995,1.052,Slow traffic on I-280 S - John F Foran Fwy S from Sickles Ave (I-280) to CA-1/John Daly Blvd (I-280) due to accident.,I-280 S,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-12-21 23:56:00,51.0,51.0,80.0,30.19,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4126276,Source1,2,2022-11-03 09:22:00,2022-11-03 10:39:49,37.795906,-122.421776,37.796061,-122.420124,0.091,Incident on BROADWAY near POLK ST Expect long delays.,Polk St,San Francisco,San Francisco,CA,94109-2519,US,US/Pacific,KOAK,2022-11-03 08:53:00,47.0,47.0,77.0,30.21,10.0,CALM,0.0,0.0,Fair,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-4127487,Source1,2,2022-10-11 20:13:00.000000000,2022-10-11 20:25:00.000000000,37.759409,-122.406015,37.767231,-122.405166,0.542,Slow traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from Army St/Potrero Ave (US-101) to I-80 (US-101) due to accident.,James Lick Fwy N,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-10-11 19:53:00,58.0,58.0,87.0,30.01,10.0,NW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4128067,Source1,2,2022-12-08 20:11:30.000000000,2022-12-08 20:22:30.000000000,37.761865,-122.40604,37.754488,-122.40315,0.534,Slow traffic on James Lick Fwy S - US-101 S from Vermont St (US-101) to Army St/Potrero Ave (US-101) due to accident.,James Lick Fwy S,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2022-12-08 19:56:00,52.0,52.0,83.0,30.16,6.0,S,17.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4129559,Source1,2,2022-10-14 14:15:00,2022-10-14 15:36:08,37.771862,-122.407874,37.77212100000001,-122.407541,0.026,Incident on BRYANT ST near HOUSE 1070 Drive with caution.,Bryant St,San Francisco,San Francisco,CA,94103-4417,US,US/Pacific,KSFO,2022-10-14 13:56:00,64.0,64.0,70.0,29.81,10.0,NNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4130384,Source1,2,2022-12-22 11:53:00,2022-12-22 14:04:04,37.76959062,-122.41695285,37.76906062,-122.40946285,0.411,Accident on Central Skwy S - US-101 S - Central Fwy from Folsom St (Central Skwy/US-101) to I-80/James Lick Fwy (Central Skwy/US-101).,Central Fwy,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-22 11:56:00,51.0,51.0,80.0,30.15,7.0,NNE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4132196,Source1,2,2022-11-14 16:15:00,2022-11-14 17:36:37,37.781698,-122.389076,37.781232,-122.389758,0.049,Incident on TOWNSEND ST near HOUSE 49 Right shoulder closed.,Townsend St,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-14 15:53:00,59.0,59.0,51.0,30.1,10.0,WNW,7.0,0.0,Partly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4132304,Source1,2,2022-11-08 03:54:00,2022-11-08 05:15:30,37.725866,-122.446383,37.713908,-122.451658,0.875,Incident on I-280 SB near OCEAN Road closed. Take alternate route.,I-280 S,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-11-08 03:56:00,49.0,43.0,90.0,29.65,7.0,SE,15.0,0.11,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4135920,Source1,2,2022-11-17 13:49:30,2022-11-17 19:44:30,37.730382,-122.403964,37.765687,-122.404956,2.44,Stationary traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from Bacon St (US-101) to I-80 (US-101) due to accident.,James Lick Fwy N,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2022-11-17 13:56:00,60.0,60.0,60.0,30.2,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4136063,Source1,2,2022-12-03 21:04:30,2022-12-03 21:32:00,37.76523471,-122.40489364,37.76946471,-122.41117364,0.451,Stationary traffic on Central Skwy N - US-101 N - Central Fwy from Vermont St (US-101) to I-80 (US-101) due to accident.,US-101,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-03 20:56:00,50.0,50.0,93.0,29.94,9.0,WNW,3.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4139582,Source1,2,2022-11-15 08:59:00,2022-11-15 11:10:38,37.729927,-122.439579,37.729998,-122.439392,0.011,Accident on John F Foran Fwy - I-280 N from Ocean Ave (I-280) to Monterey Blvd/San Jose Ave (I-280).,I-280 N,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-11-15 08:56:00,55.0,55.0,67.0,30.22,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4163805,Source1,2,2022-12-02 16:00:00,2022-12-02 17:38:30,37.800808,-122.447662,37.825422,-122.479147,2.418,Stationary traffic on US-101 N - CA-1 N from Lyon St (US-101) to Golden Gate Recreation Area (US-101) due to accident.,Lyon St,San Francisco,San Francisco,CA,94123-1857,US,US/Pacific,KSFO,2022-12-02 15:56:00,52.0,52.0,63.0,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4163828,Source1,2,2022-12-31 11:17:00,2022-12-31 19:34:30,37.770949,-122.405755,37.821613,-122.330131,5.413,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from US-101 (I-80) to Bay Bridge Toll Plz (I-80) due to accident.,San Francisco-Oakland Bay Bridge,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-31 10:56:00,61.0,61.0,83.0,29.7,2.0,SSE,13.0,0.21,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4163941,Source1,2,2022-12-10 07:34:30,2022-12-10 08:38:30,37.766317,-122.405257,37.752557,-122.403007,0.959,Stationary traffic on James Lick Fwy S - US-101 S from I-80 (US-101) to Army St/Potrero Ave (US-101) due to accident.,San Francisco-Oakland Bay Bridge,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-10 07:56:00,58.0,58.0,90.0,29.75,2.0,S,31.0,0.0,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4164254,Source1,2,2022-10-02 12:43:30.000000000,2022-10-02 13:23:31.000000000,37.73323,-122.405703,37.723802,-122.401393,0.693,Slow traffic on James Lick Fwy S - US-101 S from Army St/Potrero Ave (US-101) to Paul Ave (US-101) due to accident.,James Lick Fwy S,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2022-10-02 12:56:00,71.0,,51.0,29.98,10.0,,,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4165690,Source1,2,2022-12-13 17:42:30.000000000,2022-12-13 18:41:00.000000000,37.76630759,-122.40523696,37.74696759,-122.40455696,1.337,Stationary traffic on James Lick Fwy S - US-101 S from I-80 (US-101) to Army St/Potrero Ave (US-101) due to accident.,US-101,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-13 17:56:00,49.0,45.0,80.0,30.14,10.0,W,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4165691,Source1,2,2022-12-08 17:21:00.000000000,2022-12-08 19:16:22.000000000,37.751435,-122.403165,37.738024,-122.408068,0.965,Incident on US-101 SB near CESAR CHAVEZ ST Right shoulder closed.,James Lick Fwy S,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-12-08 16:53:00,53.0,53.0,74.0,30.2,10.0,SSE,10.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4168967,Source1,2,2022-10-01 13:30:00,2022-10-01 14:04:00,37.769565,-122.413354,37.77012,-122.418695,0.294,Stationary traffic on Central Skwy N - US-101 N - Central Fwy from I-80/James Lick Fwy (Central Skwy/US-101) to S Van Ness Ave (Central Skwy/US-101) due to accident.,Harrison St,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-10-01 13:56:00,68.0,68.0,68.0,29.84,10.0,NE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,True,True,False,Day,Day,Day,Day
A-4170893,Source1,2,2022-12-31 11:17:00,2022-12-31 19:34:30,37.794691,-122.381547,37.819697,-122.34375,2.691,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E from Fremont St/Harrison St (I-80) to Bay Bridge Toll Plz (I-80) due to accident.,I-80 E,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2022-12-31 11:06:00,55.0,55.0,100.0,29.73,2.0,CALM,0.0,0.05,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4172042,Source1,2,2022-12-09 12:24:00,2022-12-09 13:49:58,37.711485,-122.45562,37.711299,-122.455845,0.018,Incident on CA-82 near HOUSE 2998 Drive with caution.,San Jose Ave,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-12-09 11:56:00,51.0,51.0,86.0,30.18,10.0,E,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4175831,Source1,2,2022-10-12 08:27:00,2022-10-12 10:57:51,37.73718953,-122.40253329,37.75728953,-122.39222329,1.499,Accident on John F Foran Fwy N - I-280 N - Southern Embarcadero Fwy N from US-101 (I-280) to Army St (I-280).,I-280,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2022-10-12 08:56:00,59.0,59.0,83.0,30.1,10.0,W,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4175938,Source1,2,2022-12-02 08:25:00,2022-12-02 10:34:13,37.762555,-122.404297,37.763382,-122.404377,0.057,Accident on Vermont St from 20th St to US-101/Mariposa St.,Vermont St,San Francisco,San Francisco,CA,94107-2327,US,US/Pacific,KOAK,2022-12-02 08:53:00,44.0,44.0,73.0,30.21,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4177052,Source1,2,2022-11-13 10:52:00,2022-11-13 12:14:59,37.77283072,-122.42231727,37.77236072,-122.42260727,0.036,Incident on MARKET ST near VALENCIA ST Drive with caution.,Market St,San Francisco,San Francisco,CA,94102-5806,US,US/Pacific,KSFO,2022-11-13 10:56:00,57.0,57.0,47.0,30.18,10.0,N,10.0,0.0,Fair,True,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day
A-4178855,Source1,2,2022-11-10 14:41:30,2022-11-10 18:07:00,37.752986,-122.391271,37.774505,-122.396169,1.511,Stationary traffic on John F Foran Fwy N - I-280 N - Southern Embarcadero Fwy N from Army St (I-280) to 5th St (I-280) due to accident.,I-280,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-10 14:53:00,58.0,58.0,56.0,30.21,10.0,NW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4192942,Source1,2,2022-12-26 23:23:30,2022-12-26 23:40:30,37.791368,-122.385099,37.807776,-122.367517,1.485,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E from Fremont St/Harrison St (I-80) to Treasure Island Rd (I-80) due to accident.,I-80 E,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2022-12-26 23:53:00,53.0,53.0,96.0,29.98,6.0,SSW,5.0,0.04,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4193421,Source1,2,2022-12-17 14:08:00,2022-12-17 17:44:47,37.73737,-122.424035,37.738826,-122.423954,0.101,Accident on Mission St from I-280/John F Foran Fwy to Randall St.,Mission St,San Francisco,San Francisco,CA,94110-5829,US,US/Pacific,KSFO,2022-12-17 13:56:00,56.0,56.0,49.0,30.03,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-4195272,Source1,2,2022-12-07 13:58:00.000000000,2022-12-07 16:21:30.000000000,37.774587,-122.396059,37.776187,-122.393977,0.159,Stationary traffic on King St from I-280/John F Foran Fwy to 4th St due to accident.,King St,San Francisco,San Francisco,CA,94158-1527,US,US/Pacific,KOAK,2022-12-07 13:53:00,55.0,55.0,69.0,30.23,10.0,WSW,3.0,0.0,Fair,True,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-4195448,Source1,2,2022-11-12 02:21:00.000000000,2022-11-12 04:34:36.000000000,37.801498,-122.448688,37.80194,-122.449312,0.046,Accident on US-101 N from Lyon St (US-101) to Marina Blvd (US-101).,Presidio Pkwy,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2022-11-12 02:22:00,50.0,50.0,80.0,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4196064,Source1,2,2022-11-09 18:20:30.000000000,2022-11-09 19:03:30.000000000,37.751119,-122.403253,37.72137,-122.400409,2.061,Slow traffic on James Lick Fwy S - US-101 S from Vermont St (US-101) to 3rd St/Bayshore Blvd (US-101) due to accident.,James Lick Fwy S,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-09 17:53:00,54.0,54.0,69.0,30.22,10.0,WNW,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4196465,Source1,2,2022-12-30 17:46:30.000000000,2022-12-30 17:56:30.000000000,37.766317,-122.405257,37.757013,-122.403708,0.648,Slow traffic on James Lick Fwy S - US-101 S from I-80 (US-101) to Army St/Potrero Ave (US-101) due to accident.,San Francisco-Oakland Bay Bridge,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-30 17:56:00,60.0,60.0,90.0,29.9,9.0,WSW,22.0,0.01,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
